text,intent
can you set a timer,set_alarm
please hello,greeting
please what's the weather like assistant,weather
i need you to make me laugh,joke
"hey, remind me",set_alarm
i need you to can you google,search_web
just farewell for 10 minutes,farewell
please tell me the time,time
just set an alarm,set_alarm
just tell me something funny,joke
"hey assistant, start playing music",play_music
just hi quickly,greeting
current time please on youtube,time
could you tell me something funny in london,joke
please show me,open_app
please farewell,farewell
i need you to do you know any jokes,joke
i need you to find information about for me,search_web
say a joke,joke
i need you to how is the weather,weather
"hey assistant, howdy about space",greeting
can you play a song,play_music
please do i need an umbrella please,weather
what's the weather like tomorrow,weather
please boot up for 10 minutes,open_app
just do you know the time,time
can you remind me,set_alarm
"ok, howdy",greeting
could you start on youtube,open_app
goodbye right now,farewell
launch,open_app
open the app,open_app
"hey assistant, open the app",open_app
can you hi,greeting
just set a timer tomorrow,set_alarm
"hey assistant, start",open_app
i need you to how are you quickly,greeting
"ok, do you know any jokes friend",joke
i need you to tell me the time,time
could you what is the time right now,time
"hey assistant, do i need an umbrella now",weather
can you look up now,search_web
"hey, find information about now",search_web
current time please now,time
would you mind if you boot up,open_app
please do you know any jokes buddy,joke
can you have a good one,farewell
"hey assistant, new alarm today",set_alarm
"hey assistant, do you know the time assistant",time
could you what time is it quickly,time
could you i'm leaving,farewell
can you create a timer at 7 am,set_alarm
can you tell me a joke assistant,joke
could you boot up,open_app
"ok, top of the morning about space",greeting
could you how is the weather,weather
"hey, catch you later",farewell
could you good morning,greeting
"hey assistant, time check for me",time
please tell me the forecast in london,weather
please play some music,play_music
"hey assistant, open up",open_app
just i want to listen to music right now,play_music
please good morning right now,greeting
can you go to,open_app
could you can you open please,open_app
do you know any jokes,joke
"hey assistant, hiya right now",greeting
"ok, look up on spotify",search_web
could you see ya about dogs,farewell
can you find information about,search_web
"hey assistant, what's up",greeting
"hey, google",search_web
can you have a good one,farewell
play some music,play_music
i need you to shuffle my songs right now,play_music
i need you to resume playback,play_music
would you mind if you google,search_web
i need you to play some tunes,play_music
could you what's up,greeting
"hey assistant, open the app about space",open_app
could you play a song,play_music
see ya,farewell
please crack a joke for me,joke
just create a timer in london,set_alarm
please good evening on youtube,greeting
farewell,farewell
would you mind if you timer for,set_alarm
just boot up,open_app
please tell me a joke tomorrow,joke
i need you to can you open,open_app
"ok, have a good one",farewell
please tell me a joke,joke
"hey assistant, who is",search_web
"hey, make me laugh",joke
"ok, tell me the forecast",weather
i need you to create a timer,set_alarm
please do you know any jokes,joke
would you mind if you say a joke in london,joke
can you hi there,greeting
would you mind if you search the web for in new york,search_web
would you mind if you google please,search_web
"hey, play some music about dogs",play_music
"hey, tell me a joke",joke
"hey, open up",open_app
"hey, google",search_web
please hi in new york,greeting
would you mind if you good afternoon,greeting
launch now,open_app
would you mind if you play a song on spotify,play_music
please go to,open_app
just tell me the time right now,time
can you what is for 10 minutes,search_web
"ok, farewell assistant",farewell
please what is the temperature,weather
goodbye,farewell
just timer for for 10 minutes,set_alarm
could you look up,search_web
just find information about quickly,search_web
could you tell me the time quickly,time
"ok, crack a joke assistant",joke
"hey, play a song now",play_music
can you do you know any jokes on youtube,joke
"ok, say a joke buddy",joke
google in new york,search_web
i need you to what is the temperature,weather
"ok, do you know any jokes about space",joke
can you what's up,greeting
just put on a playlist tomorrow,play_music
put on a playlist,play_music
would you mind if you play some music,play_music
please hey tomorrow,greeting
i need you to yo,greeting
"hey, what's up",greeting
could you start right now,open_app
could you remind me,set_alarm
"hey assistant, how is the weather",weather
"ok, find information about",search_web
i need you to google,search_web
would you mind if you remind me on youtube,set_alarm
would you mind if you say a joke friend,joke
look up on spotify,search_web
could you tell me the forecast,weather
i need you to hiya about space,greeting
just look up,search_web
can you open the app,open_app
how is the weather,weather
i need you to could you tell me the time please,time
can you good evening,greeting
i need you to farewell about dogs,farewell
would you mind if you create a timer now,set_alarm
could you look up about dogs,search_web
i need you to have a good one,farewell
i need you to set an alarm in london,set_alarm
could you time check now,time
just start playing music tomorrow,play_music
would you mind if you who is,search_web
time check,time
please remind me at 7 am,set_alarm
can you tell me the forecast,weather
"hey assistant, play some tunes for me",play_music
add an alarm at 7 am,set_alarm
could you can you google please,search_web
"hey, what is the temperature",weather
"ok, i'm leaving",farewell
can you what's the clock say,time
"hey, yo about space",greeting
could you what's the weather like,weather
i need you to top of the morning,greeting
"ok, boot up",open_app
please good afternoon assistant,greeting
can you i want to listen to music for 10 minutes,play_music
"ok, start playing music",play_music
can you what's the clock say,time
just good afternoon friend,greeting
"ok, tell me a joke",joke
please tell me the time,time
just can you google,search_web
